kjv,gnt
20027027,20027027
20028001,20028001
20028002,20028002
20028003,20028003
20028004,20028004
20028005,20028005
20028006,20028006
20028007,20028007
20028008,20028008
20028009,20028009
20028010,20028010
20028011,20028011
20028012,20028012
20028013,20028013
20028014,20028014
20028015,20028015
20028016,20028016
20028017,20028017
20028018,20028018
20028019,20028019
20028020,20028020
20028021,20028021
20028022,20028022
20028023,20028023
20028024,20028024
20028025,20028025
20028026,20028026
20028027,20028027
20028028,20028028
20029001,20029001
20029002,20029002
20029003,20029003
20029004,20029004
20029005,20029005
20029006,20029006
20029007,20029007
20029008,20029008
20029009,20029009
20029010,20029010
20029011,20029011
20029012,20029012
20029013,20029013
20029014,20029014
20029015,20029015
20029016,20029016
20029017,20029017
20029018,20029018
20029019,20029019
20029020,20029020
20029021,20029021
20029022,20029022
20029023,20029023
20029024,20029024
20029025,20029025
20029026,20029026
20029027,20029027
20030001,20030001
20030002,20030002
20030003,20030003
20030004,20030004
20030005,20030005
20030006,20030006
20030007,20030007
20030008,20030008
20030009,20030009
20030010,20030010
20030011,20030011
20030012,20030012
20030013,20030013
20030014,20030014
20030015,20030015
20030016,20030016
20030017,20030017
20030018,20030018
20030019,20030019
20030020,20030020
20030021,20030021
20030022,20030022
20030023,20030023
20030024,20030024
20030025,20030025
20030026,20030026
20030027,20030027
20030028,20030028
20030029,20030029
20030030,20030030
20030031,20030031
20030032,20030032
20030033,20030033
20031001,20031001
20031002,20031002
20031003,20031003
20031004,20031004
20031005,20031005
20031006,20031006
20031007,20031007
20031008,20031008
20031009,20031009
20031010,20031010
20031011,20031011
20031012,20031012
20031013,20031013
20031014,20031014
20031015,20031015
20031016,20031016
20031017,20031017
20031018,20031018
20031019,20031019
20031020,20031020
20031021,20031021
20031022,20031022
20031023,20031023
20031024,20031024
20031025,20031025
20031026,20031026
20031027,20031027
20031028,20031028
20031029,20031029
20031030,20031030
20031031,20031031
21001001,21001001
21001002,21001002
21001003,21001003
21001004,21001004
21001005,21001005
21001006,21001006
21001007,21001007
21001008,21001008
21001009,21001009
21001010,21001010
21001011,21001011
21001012,21001012
21001013,21001013
21001014,21001014
21001015,21001015
21001016,21001016
21001017,21001017
21001018,21001018
21002001,21002001
21002002,21002002
21002003,21002003
21002004,21002004
21002005,21002005
21002006,21002006
21002007,21002007
21002008,21002008
21002009,21002009
21002010,21002010
21002011,21002011
21002012,21002012
21002013,21002013
21002014,21002014
21002015,21002015
21002016,21002016
21002017,21002017
21002018,21002018
21002019,21002019
21002020,21002020
21002021,21002021
21002022,21002022
21002023,21002023
21002024,21002024
21002025,21002025
21002026,21002026
21003001,21003001
21003002,21003002
21003003,21003003
21003004,21003004
21003005,21003005
21003006,21003006
21003007,21003007
21003008,21003008
21003009,21003009
21003010,21003010
21003011,21003011
21003012,21003012
21003013,21003013
21003014,21003014
21003015,21003015
21003016,21003016
21003017,21003017
21003018,21003018
21003019,21003019
21003020,21003020
21003021,21003021
21003022,21003022
21004001,21004001
21004002,21004002
21004003,21004003
21004004,21004004
21004005,21004005
21004006,21004006
21004007,21004007
21004008,21004008
21004009,21004009
21004010,21004010
21004011,21004011
21004012,21004012
21004013,21004013
21004014,21004014
21004015,21004015
21004016,21004016
21005001,21005001
21005002,21005002
21005003,21005003
21005004,21005004
21005005,21005005
21005006,21005006
21005007,21005007
21005008,21005008
21005009,21005009
21005010,21005010
21005011,21005011
21005012,21005012
21005013,21005013
21005014,21005014
21005015,21005015
21005016,21005016
21005017,21005017
21005018,21005018
21005019,21005019
21005020,21005020
21006001,21006001
21006002,21006002
21006003,21006003
21006004,21006004
21006005,21006005
21006006,21006006
21006007,21006007
21006008,21006008
21006009,21006009
21006010,21006010
21006011,21006011
21006012,21006012
21007001,21007001
21007002,21007002
21007003,21007003
21007004,21007004
21007005,21007005
21007006,21007006
21007007,21007007
21007008,21007008
21007009,21007009
21007010,21007010
21007011,21007011
21007012,21007012
21007013,21007013
21007014,21007014
21007015,21007015
21007016,21007016
21007017,21007017
21007018,21007018
21007019,21007019
21007020,21007020
21007021,21007021
21007022,21007022
21007023,21007023
21007024,21007024
21007025,21007025
21007026,21007026
21007027,21007027
21007028,21007028
21007029,21007029
21008001,21008001
21008002,21008002
21008003,21008003
21008004,21008004
21008005,21008005
21008006,21008006
21008007,21008007
21008008,21008008
21008009,21008009
21008010,21008010
21008011,21008011
21008012,21008012
21008013,21008013
21008014,21008014
21008015,21008015
21008016,21008016
21008017,21008017
21009001,21009001
21009002,21009002
21009003,21009003
21009004,21009004
21009005,21009005
21009006,21009006
21009007,21009007
21009008,21009008
21009009,21009009
21009010,21009010
21009011,21009011
21009012,21009012
21009013,21009013
21009014,21009014
21009015,21009015
21009016,21009016
21009017,21009017
21009018,21009018
21010001,21010001
21010002,21010002
21010003,21010003
21010004,21010004
21010005,21010005
21010006,21010006
21010007,21010007
21010008,21010008
21010009,21010009
21010010,21010010
21010011,21010011
21010012,21010012
21010013,21010013
21010014,21010014
21010015,21010015
21010016,21010016
21010017,21010017
21010018,21010018
21010019,21010019
21010020,21010020
21011001,21011001
21011002,21011002
21011003,21011003
21011004,21011004
21011005,21011005
21011006,21011006
21011007,21011007
21011008,21011008
21011009,21011009
21011010,21011010
21012001,21012001
21012002,21012002
21012003,21012003
21012004,21012004
21012005,21012005
21012006,21012006
21012007,21012007
21012008,21012008
21012009,21012009
21012010,21012010
21012011,21012011
21012012,21012012
21012013,21012013
21012014,21012014
22001001,22001001
22001002,22001002
22001003,22001003
22001004,22001004
22001005,22001005
22001006,22001006
22001007,22001007
22001008,22001008
22001009,22001009
22001010,22001010
22001011,22001011
22001012,22001012
22001013,22001013
22001014,22001014
22001015,22001015
22001016,22001016
22001017,22001017
22002001,22002001
22002002,22002002
22002003,22002003
22002004,22002004
22002005,22002005
22002006,22002006
22002007,22002007
22002008,22002008
22002009,22002009
22002010,22002010
22002011,22002011
22002012,22002012
22002013,22002013
22002014,22002014
22002015,22002015
22002016,22002016
22002017,22002017
22003001,22003001
22003002,22003002
22003003,22003003
22003004,22003004
22003005,22003005
22003006,22003006
22003007,22003007
22003008,22003008
22003009,22003009
22003010,22003010
22003011,22003011
22004001,22004001
22004002,22004002
22004003,22004003
22004004,22004004
22004005,22004005
22004006,22004006
22004007,22004007
22004008,22004008
22004009,22004009
22004010,22004010
22004011,22004011
22004012,22004012
22004013,22004013
22004014,22004014
22004015,22004015
22004016,22004016
22005001,22005001
22005002,22005002
22005003,22005003
22005004,22005004
22005005,22005005
22005006,22005006
22005007,22005007
22005008,22005008
22005009,22005009
22005010,22005010
22005011,22005011
22005012,22005012
22005013,22005013
22005014,22005014
22005015,22005015
22005016,22005016
22006001,22006001
22006002,22006002
22006003,22006003
22006004,22006004
22006005,22006005
22006006,22006006
22006007,22006007
22006008,22006008
22006009,22006009
22006010,22006010
22006011,22006011
22006012,22006012
22006013,22006013
22007001,22007001
22007002,22007002
22007003,22007003
22007004,22007004
22007005,22007005
22007006,22007006
22007007,22007007
22007008,22007008
22007009,22007009
22007010,22007010
22007011,22007011
22007012,22007012
22007013,22007013
22008001,22008001
22008002,22008002
22008003,22008003
22008004,22008004
22008005,22008005
22008006,22008006
22008007,22008007
22008008,22008008
22008009,22008009
22008010,22008010
22008011,22008011
22008012,22008012
22008013,22008013
22008014,22008014
23001001,23001001
23001002,23001002
23001003,23001003
23001004,23001004
23001005,23001005
23001006,23001006
23001007,23001007
23001008,23001008
23001009,23001009
23001010,23001010
23001011,23001011
23001012,23001012
23001013,23001013
23001014,23001014
23001015,23001015
23001016,23001016
23001017,23001017
23001018,23001018
23001019,23001019
23001020,23001020
23001021,23001021
23001022,23001022
23001023,23001023
23001024,23001024
23001025,23001025
23001026,23001026
23001027,23001027
23001028,23001028
23001029,23001029
23001030,23001030
23001031,23001031
23002001,23002001
23002002,23002002
23002003,23002003
23002004,23002004
23002005,23002005
23002006,23002006
23002007,23002007
23002008,23002008
23002009,23002009
23002010,23002010
23002011,23002011
23002012,23002012
23002013,23002013
23002014,23002014
23002015,23002015
23002016,23002016
23002017,23002017
23002018,23002018
23002019,23002019
23002020,23002020
23002021,23002021
23002022,23002022
23003001,23003001
23003002,23003002
23003003,23003003
23003004,23003004
23003005,23003005
23003006,23003006
23003007,23003007
23003008,23003008
23003009,23003009
23003010,23003010
23003011,23003011
23003012,23003012
23003013,23003013
23003014,23003014
23003015,23003015
23003016,23003016
23003017,23003017
23003018,23003018
23003019,23003019
23003020,23003020
23003021,23003021
23003022,23003022
23003023,23003023
23003024,23003024
23003025,23003025
23003026,23003026
23004001,23004001
23004002,23004002
23004003,23004003
23004004,23004004
23004005,23004005
23004006,23004006
23005001,23005001
23005002,23005002
23005003,23005003
23005004,23005004
23005005,23005005
23005006,23005006
23005007,23005007
23005008,23005008
23005009,23005009
23005010,23005010
23005011,23005011
23005012,23005012
23005013,23005013
23005014,23005014
23005015,23005015
23005016,23005016
23005017,23005017
23005018,23005018
23005019,23005019
23005020,23005020
23005021,23005021
23005022,23005022
23005023,23005023
23005024,23005024
23005025,23005025
23005026,23005026
23005027,23005027
23005028,23005028
23005029,23005029
23005030,23005030
23006001,23006001
23006002,23006002
23006003,23006003
23006004,23006004
23006005,23006005
23006006,23006006
23006007,23006007
23006008,23006008
23006009,23006009
23006010,23006010
23006011,23006011
23006012,23006012
23006013,23006013
23007001,23007001
23007002,23007002
23007003,23007003
23007004,23007004
23007005,23007005
23007006,23007006
23007007,23007007
23007008,23007008
23007009,23007009
23007010,23007010
23007011,23007011
23007012,23007012
23007013,23007013
23007014,23007014
23007015,23007015
23007016,23007016
23007017,23007017
23007018,23007018
23007019,23007019
23007020,23007020
23007021,23007021
23007022,23007022
23007023,23007023
23007024,23007024
23007025,23007025
23008001,23008001
23008002,23008002
23008003,23008003
23008004,23008004
23008005,23008005
23008006,23008006
23008007,23008007
23008008,23008008
23008009,23008009
23008010,23008010
23008011,23008011
23008012,23008012
23008013,23008013
23008014,23008014
23008015,23008015
23008016,23008016
23008017,23008017
23008018,23008018
23008019,23008019
23008020,23008020
23008021,23008021
23008022,23008022
23009001,23009001
23009002,23009002
23009003,23009003
23009004,23009004
23009005,23009005
23009006,23009006
23009007,23009007
23009008,23009008
23009009,23009009
23009010,23009010
23009011,23009011
23009012,23009012
23009013,23009013
23009014,23009014
23009015,23009015
23009016,23009016
23009017,23009017
23009018,23009018
23009019,23009019
23009020,23009020
23009021,23009021
23010001,23010001
23010002,23010002
23010003,23010003
23010004,23010004
23010005,23010005
23010006,23010006
23010007,23010007
23010008,23010008
23010009,23010009
23010010,23010010
23010011,23010011
23010012,23010012
23010013,23010013
23010014,23010014
23010015,23010015
23010016,23010016
23010017,23010017
23010018,23010018
23010019,23010019
23010020,23010020
23010021,23010021
23010022,23010022
23010023,23010023
23010024,23010024
23010025,23010025
23010026,23010026
23010027,23010027
23010028,23010028
23010029,23010029
23010030,23010030
23010031,23010031
23010032,23010032
23010033,23010033
23010034,23010034
23011001,23011001
23011002,23011002
23011003,23011003
23011004,23011004
23011005,23011005
23011006,23011006
23011007,23011007
23011008,23011008
23011009,23011009
23011010,23011010
23011011,23011011
23011012,23011012
23011013,23011013
23011014,23011014
23011015,23011015
23011016,23011016
23012001,23012001
23012002,23012002
23012003,23012003
23012004,23012004
23012005,23012005
23012006,23012006
23013001,23013001
23013002,23013002
23013003,23013003
23013004,23013004
23013005,23013005
23013006,23013006
23013007,23013007
23013008,23013008
23013009,23013009
23013010,23013010
23013011,23013011
23013012,23013012
23013013,23013013
23013014,23013014
23013015,23013015
23013016,23013016
23013017,23013017
23013018,23013018
23013019,23013019
23013020,23013020
23013021,23013021
23013022,23013022
23014001,23014001
23014002,23014002
23014003,23014003
23014004,23014004
23014005,23014005
23014006,23014006
23014007,23014007
23014008,23014008
23014009,23014009
23014010,23014010
23014011,23014011
23014012,23014012
23014013,23014013
23014014,23014014
23014015,23014015
23014016,23014016
23014017,23014017
23014018,23014018
